codevalue,valuelabel
52.191,Hospitality and Recreation Marketing Operations
52.1999,"Specialized Merchandising, Sales, and Marketing Operations, Other"
52.2001,Construction Management
52.2101,Telecommunications Management
52.9999,"Business, Management, Marketing, and Related Support Services, Other"
54.0101,"History, General"
54.0102,American History (United States)
54.0103,European History
54.0104,History and Philosophy of Science and Technology
54.0105,Public/Applied History
54.0106,Asian History
54.0108,Military History
54.0199,"History, Other"
1,First major
2,Second major
3,Associate's degree
5,Bachelor's degree
7,Master's degree
17,Doctor's degree - research/scholarship
18,Doctor's degree - professional practice
19,Doctor's degree - other
1,Award of less than 1 academic year
2,Award of at least 1 but less than 2 academic years
4,Award of at least 2 but less than 4 academic years
6,Postbaccalaureate certificate
8,Post-master's certificate
99,Grand total
1,"Agriculture, General"
1.0101,"Agricultural Business and Management, General"
1.0102,Agribusiness/Agricultural Business Operations
1.0103,Agricultural Economics
1.0104,Farm/Farm and Ranch Management
1.0105,Agricultural/Farm Supplies Retailing and Wholesaling
1.0106,Agricultural Business Technology
1.0199,"Agricultural Business and Management, Other"
1.0201,"Agricultural Mechanization, General"
1.0204,Agricultural Power Machinery Operation
1.0205,Agricultural Mechanics and Equipment/Machine Technology
1.0299,"Agricultural Mechanization, Other"
1.0301,"Agricultural Production Operations, General"
1.0302,Animal/Livestock Husbandry and Production
1.0303,Aquaculture
1.0304,Crop Production
1.0306,Dairy Husbandry and Production
1.0307,Horse Husbandry/Equine Science and Management
1.0308,Agroecology and Sustainable Agriculture
1.0309,Viticulture and Enology
1.0399,"Agricultural Production Operations, Other"
1.0401,Agricultural and Food Products Processing
1.0504,Dog/Pet/Animal Grooming
1.0505,Animal Training
1.0507,Equestrian/Equine Studies
1.0508,Taxidermy/Taxidermist
1.0599,"Agricultural and Domestic Animal Services, Other"
1.0601,"Applied Horticulture/Horticulture Operations, General"
1.0603,Ornamental Horticulture
1.0604,Greenhouse Operations and Management
1.0605,Landscaping and Groundskeeping
1.0606,Plant Nursery Operations and Management
1.0607,Turf and Turfgrass Management
1.0608,Floriculture/Floristry Operations and Management
1.0699,"Applied Horticulture/Horticultural Business Services, Other"
1.0701,International Agriculture
1.0801,Agricultural and Extension Education Services
1.0802,Agricultural Communication/Journalism
1.0899,"Agricultural Public Services, Other"
1.0901,"Animal Sciences, General"
1.0902,Agricultural Animal Breeding
1.0903,Animal Health
1.0904,Animal Nutrition
1.0905,Dairy Science
1.0906,Livestock Management
1.0907,Poultry Science
1.0999,"Animal Sciences, Other"
1.1001,Food Science
1.1002,Food Technology and Processing
1.1099,"Food Science and Technology, Other"
1.1101,"Plant Sciences, General"
1.1102,Agronomy and Crop Science
1.1103,Horticultural Science
1.1104,Agricultural and Horticultural Plant Breeding
1.1105,Plant Protection and Integrated Pest Management
1.1106,Range Science and Management
1.1199,"Plant Sciences, Other"
1.1201,"Soil Science and Agronomy, General"
1.1202,Soil Chemistry and Physics
1.1299,"Soil Sciences, Other"
1.9999,"Agriculture, Agriculture Operations and Related Sciences, Other"
3.0101,"Natural Resources/Conservation, General"
3.0103,Environmental Studies
3.0104,Environmental Science
3.0199,"Natural Resources Conservation and Research, Other"
3.0201,Natural Resources Management and Policy
3.0204,Natural Resource Economics
3.0205,"Water, Wetlands, and Marine Resources Management"
3.0206,Land Use Planning and Management/Development
3.0207,Natural Resource Recreation and Tourism
3.0208,Natural Resources Law Enforcement and Protective Services
3.0299,"Natural Resources Management and Policy, Other"
3.0301,Fishing and Fisheries Sciences and Management
3.0501,"Forestry, General"
3.0502,Forest Sciences and Biology
3.0506,Forest Management/Forest Resources Management
3.0508,Urban Forestry
3.0509,Wood Science and Wood Products/Pulp and Paper Technology
3.051,Forest Resources Production and Management
3.0511,Forest Technology/Technician
3.0599,"Forestry, Other"
3.0601,"Wildlife, Fish and Wildlands Science and Management"
3.9999,"Natural Resources and Conservation, Other"
4.0201,Architecture
4.0301,"City/Urban, Community and Regional Planning"
4.0401,Environmental Design/Architecture
4.0501,Interior Architecture
4.0601,Landscape Architecture
4.0801,"Architectural History and Criticism, General"
4.0901,Architectural Technology/Technician
4.0902,Architectural and Building Sciences/Technology
4.0999,"Architectural Sciences and Technology, Other"
4.1001,Real Estate Development
4.9999,"Architecture and Related Services, Other"
5.0101,African Studies
5.0102,American/United States Studies/Civilization
5.0103,Asian Studies/Civilization
5.0104,East Asian Studies
5.0105,"Russian, Central European, East European and Eurasian Studies"
5.0106,European Studies/Civilization
5.0107,Latin American Studies
5.0108,Near and Middle Eastern Studies
5.0109,Pacific Area/Pacific Rim Studies
5.011,Russian Studies
5.0111,Scandinavian Studies
5.0112,South Asian Studies
5.0113,Southeast Asian Studies
5.0114,Western European Studies
5.0115,Canadian Studies
5.0118,Slavic Studies
5.0119,Caribbean Studies
5.012,Ural-Altaic and Central Asian Studies
5.0122,"Regional Studies (U.S., Canadian, Foreign)"
5.0123,Chinese Studies
5.0124,French Studies
5.0125,German Studies
5.0126,Italian Studies
5.0127,Japanese Studies
5.0128,Korean Studies
5.013,Spanish and Iberian Studies
5.0131,Tibetan Studies
5.0133,Irish Studies
5.0134,Latin American and Caribbean Studies
5.0199,"Area Studies, Other"
5.02,Ethnic Studies
5.0201,African-American/Black Studies
5.0202,American Indian/Native American Studies
5.0203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies"
5.0206,Asian-American Studies
5.0207,Women's Studies
5.0208,Gay/Lesbian Studies
5.0209,Folklore Studies
5.021,Disability Studies
5.0211,Deaf Studies
5.0299,"Ethnic, Cultural Minority, Gender, and Group Studies, Other"
9.01,"Communication, General"
9.0101,Speech Communication and Rhetoric
9.0102,Mass Communication/Media Studies
9.0199,"Communication and Media Studies, Other"
9.0401,Journalism
9.0402,Broadcast Journalism
9.0404,Photojournalism
9.0499,"Journalism, Other"
9.0701,Radio and Television
9.0702,Digital Communication and Media/Multimedia
9.0799,"Radio, Television, and Digital Communication, Other"
9.09,"Public Relations, Advertising, and Applied Communication"
9.0901,"Organizational Communication, General"
9.0902,Public Relations/Image Management
9.0903,Advertising
9.0904,Political Communication
9.0905,Health Communication
9.0906,Sports Communication
9.0907,International and Intercultural Communication
9.0908,Technical and Scientific Communication
9.0999,"Public Relations, Advertising, and Applied Communication, Other"
9.1001,Publishing
9.9999,"Communication, Journalism, and Related Programs, Other"
10.0105,Communications Technology/Technician
10.0201,Photographic and Film/Video Technology/Technician and Assistant
10.0202,Radio and Television Broadcasting Technology/Technician
10.0203,Recording Arts Technology/Technician
10.0299,"Audiovisual Communications Technologies/Technicians, Other"
10.0301,"Graphic Communications, General"
10.0302,Printing Management
10.0303,Prepress/Desktop Publishing and Digital Imaging Design
10.0304,"Animation, Interactive Technology, Video Graphics and Special Effects"
10.0305,"Graphic and Printing Equipment Operator, General Production"
10.0306,Platemaker/Imager
10.0307,Printing Press Operator
10.0308,Computer Typography and Composition Equipment Operator
10.0399,"Graphic Communications, Other"
10.9999,"Communications Technologies/Technicians and Support Services, Other"
11.0101,"Computer and Information Sciences, General"
11.0102,Artificial Intelligence
11.0103,Information Technology
11.0104,Informatics
11.0199,"Computer and Information Sciences, Other"
11.0201,"Computer Programming/Programmer, General"
11.0202,"Computer Programming, Specific Applications"
11.0203,"Computer Programming, Vendor/Product Certification"
11.0299,"Computer Programming, Other"
11.0301,Data Processing and Data Processing Technology/Technician
11.0401,Information Science/Studies
11.0501,Computer Systems Analysis/Analyst
11.0601,"Data Entry/Microcomputer Applications, General"
11.0602,Word Processing
11.0699,"Data Entry/Microcomputer Applications, Other"
11.0701,Computer Science
11.0801,"Web Page, Digital/Multimedia and Information Resources Design"
11.0802,Data Modeling/Warehousing and Database Administration
11.0803,Computer Graphics
11.0804,"Modeling, Virtual Environments and Simulation"
11.0899,"Computer Software and Media Applications, Other"
11.0901,Computer Systems Networking and Telecommunications
11.1001,Network and System Administration/Administrator
11.1002,"System, Networking, and LAN/WAN Management/Manager"
11.1003,Computer and Information Systems Security/Information Assurance
11.1004,Web/Multimedia Management and Webmaster
11.1005,Information Technology Project Management
11.1006,Computer Support Specialist
11.1099,"Computer/Information Technology Services Administration and Management, Other"
11.9999,"Computer and Information Sciences and Support Services, Other"
12.0301,"Funeral Service and Mortuary Science, General"
12.0302,Funeral Direction/Service
12.0303,Mortuary Science and Embalming/Embalmer
12.0399,"Funeral Service and Mortuary Science, Other"
12.0401,"Cosmetology/Cosmetologist, General"
12.0402,Barbering/Barber
12.0404,Electrolysis/Electrology and Electrolysis Technician
12.0406,Make-Up Artist/Specialist
12.0407,Hair Styling/Stylist and Hair Design
12.0408,Facial Treatment Specialist/Facialist
12.0409,Aesthetician/Esthetician and Skin Care Specialist
12.041,Nail Technician/Specialist and Manicurist
12.0411,Permanent Cosmetics/Makeup and Tattooing
12.0412,Salon/Beauty Salon Management/Manager
12.0413,"Cosmetology, Barber/Styling, and Nail Instructor"
12.0414,Master Aesthetician/Esthetician
12.0499,"Cosmetology and Related Personal Grooming Arts, Other"
12.05,"Cooking and Related Culinary Arts, General"
12.0501,Baking and Pastry Arts/Baker/Pastry Chef
12.0502,Bartending/Bartender
12.0503,Culinary Arts/Chef Training
12.0504,"Restaurant, Culinary, and Catering Management/Manager"
12.0505,Food Preparation/Professional Cooking/Kitchen Assistant
12.0506,Meat Cutting/Meat Cutter
12.0507,"Food Service, Waiter/Waitress, and Dining Room Management/Manager"
12.0508,Institutional Food Workers
12.0509,Culinary Science/Culinology
12.051,Wine Steward/Sommelier
12.0599,"Culinary Arts and Related Services, Other"
12.9999,"Personal and Culinary Services, Other"
13.0101,"Education, General"
13.0201,Bilingual and Multilingual Education
13.0202,Multicultural Education
13.0203,Indian/Native American Education
13.0299,"Bilingual, Multilingual, and Multicultural Education, Other"
13.0301,Curriculum and Instruction
13.0401,"Educational Leadership and Administration, General"
13.0402,Administration of Special Education
13.0403,Adult and Continuing Education Administration
13.0404,"Educational, Instructional, and Curriculum Supervision"
13.0406,Higher Education/Higher Education Administration
13.0407,Community College Education
13.0408,Elementary and Middle School Administration/Principalship
13.0409,Secondary School Administration/Principalship
13.041,Urban Education and Leadership
13.0411,Superintendency and Educational System Administration
13.0499,"Educational Administration and Supervision, Other"
13.0501,Educational/Instructional Technology
13.0601,Educational Evaluation and Research
13.0603,Educational Statistics and Research Methods
13.0604,"Educational Assessment, Testing, and Measurement"
13.0607,Learning Sciences
13.0699,"Educational Assessment, Evaluation, and Research, Other"
13.0701,International and Comparative Education
13.0901,Social and Philosophical Foundations of Education
13.1001,"Special Education and Teaching, General"
13.1003,Education/Teaching of Individuals with Hearing Impairments Including Deafness
13.1004,Education/Teaching of the Gifted and Talented
13.1005,Education/Teaching of Individuals with Emotional Disturbances
13.1006,Education/Teaching of Individuals with Mental Retardation
13.1007,Education/Teaching of Individuals with Multiple Disabilities
13.1008,Education/Teaching of Individuals with Orthopedic and Other Physical Health Impa
13.1009,Education/Teaching of Individuals with Vision Impairments Including Blindness
13.1011,Education/Teaching of Individuals with Specific Learning Disabilities
13.1012,Education/Teaching of Individuals with Speech or Language Impairments
13.1013,Education/Teaching of Individuals with Autism
13.1014,Education/Teaching of Individuals Who are Developmentally Delayed
13.1015,Education/Teaching of Individuals in Early Childhood Special Education Programs
13.1017,Education/Teaching of Individuals in Elementary Special Education Programs
13.1018,Education/Teaching of Individuals in Junior High/Middle School Special Education
13.1019,Education/Teaching of Individuals in Secondary Special Education Programs
13.1099,"Special Education and Teaching, Other"
13.1101,Counselor Education/School Counseling and Guidance Services
13.1102,College Student Counseling and Personnel Services
13.1199,"Student Counseling and Personnel Services, Other"
13.1201,Adult and Continuing Education and Teaching
13.1202,Elementary Education and Teaching
13.1203,Junior High/Intermediate/Middle School Education and Teaching
13.1205,Secondary Education and Teaching
13.1206,"Teacher Education, Multiple Levels"
13.1207,Montessori Teacher Education
13.1208,Waldorf/Steiner Teacher Education
13.1209,Kindergarten/Preschool Education and Teaching
13.121,Early Childhood Education and Teaching
13.1299,"Teacher Education and Professional Development, Specific Levels and Methods, Oth"
13.1301,Agricultural Teacher Education
13.1302,Art Teacher Education
13.1303,Business Teacher Education
13.1304,Driver and Safety Teacher Education
13.1305,English/Language Arts Teacher Education
13.1306,Foreign Language Teacher Education
13.1307,Health Teacher Education
13.1308,Family and Consumer Sciences/Home Economics Teacher Education
13.1309,Technology Teacher Education/Industrial Arts Teacher Education
13.131,Sales and Marketing Operations/Marketing and Distribution Teacher Education
